Summary,Sentiment,Rate
a very good product with ultra fast switching time and superior quality a voltagecurrent indicator would have added much more value,positive,5.0
fineok ok but such quantity quite expensive in this price,positive,3.0
good for research work matlab version 2022 can easily be installed and run,positive,5.0
first class cooler must buy fill once for whole night non stop cool air,positive,5.0
quality shoes fit in size value for money tested in rough and tough situation for 15 days but it is as good as new laces are good long enough sole is thick and strong,positive,5.0
in sanskrit adi from the earliest timesanth end antim endingadiyogi an ancient yogibest idol for at my house i like this much perfect shape cresent set on top,positive,5.0
very good productgo for it but install it by some mechanic known to you,positive,3.0
nice but little disappointed because no body comes my home to make it,positive,5.0
remember if your water is hard water you have to fit filter of rs 1200 otherwise no issues of brand like kent,positive,5.0
excellent book covers each aspectnot satisfied with packing by dealer,positive,5.0
one of the best products from livpure water tastes good and services available at non metro city good buy and value for money,positive,5.0
its too good i am so happy with this product worthand save of money,positive,5.0
good quality charger takes 1h 20 m to charge full f23,positive,5.0
excellent product it is not fibre or plastic sizes might be a little bit bigger,positive,5.0
awesome product i m really have with great quality at 1250 rs drawback is you cont fold like other headphoneslook is excellent,positive,5.0
this product is perfect for hostel girlsboys satisfied with the product,positive,4.0
great useful product at affordable pricemust buy appliance for kitchen,positive,4.0
best product popes are not provided but fast heating and its keep water warm for long time,positive,5.0
nice but speed is slow good for small size bathroom but not suitable for big bathroom,positive,3.0
its small but sound is awesome if kept in bedroom connectivity is smoothloved it,positive,5.0
i am very happy product is very good before delivery time,positive,5.0
its good product i will use daily no noise sound good,positive,5.0
awesome i like it and timely delivered thank you flipkart,positive,5.0
since it is a v guard product the name itself is enough to highlight its quality just immaculate purchase,positive,5.0
picture quality was nicesound quality is goodvalue for money product,positive,4.0
really appreciate this machine i am happy with this machine,positive,5.0
very good product and it will more awesome if it does have the battery feature,positive,5.0
after 15days of usage am sharing my experienceeasy to handleeasy to decorate in very short timeno ac supplyin low cost,positive,5.0
its to good thank you flipkart thank you for offer me,positive,5.0
i have purchase in 7550 it is amazing cooler like ac,positive,5.0
it is ausum i dont know stiching i have seen people stiching this machine is very user friendly i studied everything thing myself without much difficulty thanks to singer,positive,5.0
nice product and no side effect i am satisfied this product,positive,4.0
its quality is not so good but it is light weight and and wires are well tight which gives you best shot but grip and show is so so,positive,3.0
books are awesome best quality with clear clear concepts must for medical student,positive,5.0
go for it it is a full hd tv supports 1080 pixels sound is good connectivity is good android 11 using since last 20 daysi have purchased this tv on date of launching,positive,5.0
awesome working nice and looks good and very compatible size,positive,5.0
the built quality and design are very good although i havent checked its insulation and leakage but i must say that its value for money,positive,4.0
no products is like this its greate value more then money 599,positive,5.0
best for beginners i have added images will post review later on using,positive,3.0
best tummy trimmer quality is awesome and its reduced tummy other fat perfectly,positive,5.0
worth of money usefull product nice quality color and awesome excellent,positive,5.0
good design light weight and good for baking for a small family,positive,5.0
sound quality great 5 star bass awesome 5 star battery backup amazing 5 stari bought in rs1799all is good but after 30min pain in the earoverall 4 star,positive,4.0
excellent product fast delivery and very good installation and demo,positive,5.0
so soft and smooth one i love it easy to wash in machine,positive,5.0
good mobile but it will heat little bit over all a good phone,positive,4.0
product is awesome i dont have any words for the product and especially delivery delivery was so fast i am fully satisfied by flipkart thank you for such an amazing product,positive,5.0
too early to comnent about recently purchased product my previous geyser was also from same company since i was satisfied with the product i went again with same brand,positive,4.0
good to use the thread gets tangled and stuck very often thats the only downside however it is quite easy to untangle it and use again,positive,5.0
literally this is one of the best kit in this price range that i have ever used have a tention for bat dont worry the bat is just wow,positive,5.0
best product for hygienic and good packing thank you flipkart,positive,4.0
till working good product for light clothes not for heavy clothes like jeans,positive,3.0
it is best gaming laptop things i love in this laptop is its thermal and 144 hz refresh rate display and amd ryzen 5 5600h with gtx 1650,positive,4.0
valued for moneyit is very easy to operateproduct is good as shownfeatures are as discribed overall it is superbdelivered in time,positive,5.0
product looks used and then packed up again may be a demo piece or a returned piece doesnt look like a newotherwise all good delivery and installation was fast and hassle free,positive,3.0
nice router works perfectly fine at my spacious homeusing it for the past one year working absolutely fine,positive,5.0
it has a very good battery backupits design is like it shows that it is made up of plastic or too over stylishbut although everything is awesome,positive,5.0
the food processor is amazing i like its look and till now have made juice and used to trim meat its working amazing,positive,5.0
i like so much this product very working good and jars also very good working,positive,5.0
im writing this review after using 8months this iron has very less weight than avg but still its working fine like new in this price its a good product,positive,5.0
yup its too good quality awesome dont think just buy it,positive,4.0
very good product paking very good lock very nice marq 18 lt,positive,5.0
best book of anatomy it give us charts absolutely free with this book,positive,5.0
most of seeds started growing after 5 days i will update the results when flowering starts,positive,5.0
the food processor was just perfectloved itwith plenty of attachments it seems to be an all rounder,positive,5.0
perfect entry level product into the apple ecosystem perfect for watching shows browsing the internet and medium level gaming,positive,5.0
noise from fan mechanical rubbing noise electrician says product is defective after removal and examination there is a play between base unit with coils and another component which is not a full circle,positive,1.0
bass too good outstanding sound quality besthight off bass is 3fit,positive,5.0
original product just delivered in only 2 days awesome and 5 for delivery thank you flipkart,positive,5.0
my autoclean touch is not working defective item gwas given by flipkartand the installation team had also not checked its function due to which replacement time also became over now,positive,1.0
perfume is long lasting its going minimum 4 to 5 hour i recommend that,positive,4.0
good for entry level i bought is super cheap at 19k wait for offers if want a bit better one go for 1500d,positive,5.0
wow great itemperfect packthanks to seller flipkart spcila thnx to ekart guy badhusha trivandrum,positive,5.0
super product we like it very much good wash and very silent operate no vibration pin drop silent while working super product,positive,5.0
nice product but not able to understand the price range of kent products prices are on higher side,positive,4.0
amazing performance very nicebut i have to learn to use thank you,positive,5.0
but costly but it is the best charger for pixel phones tried others before buying this completely satisfied with the purchase,positive,5.0
product us good byt they should have servuce of demo and setting it in room,positive,3.0
it is a great product but the internet drops itself when in extended use scenarios like in heat and being used for continuous 24 hours,positive,3.0
awsm product in this range best for normal work and size is perfect for a small kitchen,positive,5.0
its an amazing products as it looks in and designs i am pleased to buy it at low cost its original timex watchbar code verified,positive,5.0
very useful for morning bathits take 5 minutes to heat normal heat,positive,4.0
good one charging is really good but for the price its too cost,positive,4.0
amazing kajal i am fall in love with this kajal thanks flipkart,positive,5.0
problem with the installation staff not responding properly after purchase and coming to the product it was good,positive,3.0
very nice curtains the look and feel is good and quality seems to be durable packaging was good,positive,4.0
convenient to shift anywheredividing of cloths or anything is easy as it has small and nice treysi like it,positive,4.0
iam reviewing after one week use good value for money,positive,5.0
quality of the product is good very useful when we need pulpy juice with full vitamins recommended to buy this,positive,5.0
very well using to me in daily food hweating i love it,positive,4.0
nice product look is also good but i installed myself,positive,4.0
great purchase from flipkart value for money and tds measures accurate i have read 10 places water tds all are accurate,positive,5.0
awesome product just love it working good timely delivery by flipkart,positive,5.0
shiva idol is really mesmerizing i bought to decorate my drawing roomgood quality and finish same as in pic must buy,positive,5.0
product is very nice but dinner plates are little bit small and bowls also,positive,5.0
solid gaming laptop for people on a budget love the looks 100fps on most competitive games video rendering times are commendable battery life lasts for 23 hours sturdy built quality,positive,5.0
childrens good drawing bag all things availablethank you flipcart i love you flipcart,positive,5.0
fine for the price what u have investedthis is my review after a month of usage,positive,3.0
i bought 750 watts because the noise will be less but its higher than the expected my kid runs away whenever i grind something,positive,3.0
very niceit was in good condition and it came as it is in the picture,positive,5.0
i am using this headphone for one month it is awesome 1 high sound quality2 super battery backup3 nice designall over awesome head phone by boat,positive,5.0
product is good and content of the book is very easy to read and can understand it with littt effort,positive,5.0
sizes of rice plates and bowl are small but otherwise ok,positive,4.0
superb quality stylish and high speed fanbest price go for it,positive,5.0
yes a am very highly satisfied with ifb neptune vx dishwasher 100 germ free hygienic wash perfectly washes typical indian utensils like cooker kadai etc really a value for money product,positive,5.0
its nice machine but i paid 6699 its too much,positive,3.0
really amazing product by prestige prestige name is sufficient for quality check,positive,5.0
nice football as per quality is also very good must buy,positive,5.0
good quality and good storage i loved this colour but am facing problems from delivery agent,positive,5.0
i purchased it for preparing chocolate it came out very tasty since it is unsweetened it was like dark chocolate if you mix amulya milk powder with it then it will be like normal chocolate,positive,5.0
very good product its really working i have increased my weight and also feel active always thank sanyashi ayurveda,positive,5.0
very effective product u will see changes within 15 days if u r skinny guy i suggest use only for 23 months then join gym and maintain your diet to maintain your physic,positive,5.0
16 days go i was used daily it was best product thnks flipkart fast delivery and next day installition once again thnks for this best deal,positive,3.0
this product is very nice and this speaker sound is very good,positive,4.0
it was fine except for some edges were yellow but slowly it got better,positive,5.0
assembling it is a bit difficult but good otherwise ps it has developed a bend bending sideways nowmaybe due to weight of books placed on it or the frequent movements 34 times till date,positive,3.0
i love u this power bank really best product and quick charge thanks for flipkart,positive,4.0
nice and sturdy can withstand great load would be better with a foot rest,positive,5.0
overall air m1 is a great laptop battery life is awesome i got the base variant for 80k you will get the latest version of the operating system montrey,positive,5.0
works perfectly fine charging time has reduced by almost an hour for my a52 very satisfied and would definitely recommend it,positive,5.0
i have gifted this to my bua and she loved it a lot it has a very stylish design and very good performance due to high wattage overall happy with the product,positive,5.0
very fast nd quality is too good i like it very much must buy,positive,4.0
good picture quality connectivity operation is little bit hard sound quality is above average rest of the things worth for money,positive,4.0
great product in this price range should go for this for awsome design battery life and sound super like from my side,positive,5.0
great deal on this price range design is very good and performance is also good,positive,5.0
best qualitybesr performancebest servicebest remote controlreally i like this catvision companys dd free dish settop box,positive,5.0
this perfume has good nice fragrance which stays on you for good decent timeyou will definitely love this oneoverall for me this is 55,positive,5.0
size is smallnice quality little costly at this price638 rsall parts were saperatewe have to arrange and join them togetherlooking good after installation,positive,3.0
really very good its pure cotton and cloth was thick material iam very happy to purchase this tnq flipcard,positive,5.0
when its overloaded it gets tripped n when we try to get in normalise then the divise never gets started we have to get a electrician to get this fixed plz go for vguard,positive,1.0
awesome product 45g supports best dual band router at cheap price,positive,5.0
best in the market just loved it u can definitely go for it,positive,5.0
this product is a very good but wi fi dongle nhi ha iska sath,positive,5.0
i m using last 3 month its perfectly working fine and water is good test nice product,positive,4.0
oil that is just soothing and gives you non oily texture without any chemical composition best choice to nuture your hair follicles,positive,5.0
everything is good except its getting heated up fastly thats the only issue i felt,positive,4.0
extremely good service by flipkart and the dealer the samsung service and service engineer were also very cooperative very satisfied,positive,5.0
excellent product essential for every family eliminates the use of potassium used for cleaning fruits and vegetables,positive,5.0
one of the best device on budget and if you already have an iphone go for wifi one only as you can make and receive calls using ipad through ur iphoneloving it,positive,5.0
overall experience is good product quality is good in this price segment,positive,5.0
nice product got earlier than expected timelets see how it goes,positive,4.0
very best vacuum i m happy very best quality and best cleaner,positive,5.0
sleek powerful and good enough for a family of 4 people easy to operate,positive,4.0
product quality is very good this size is very smallest and light weight and smart design its work very fast and smooth speed was average 1mbpss,positive,5.0
milton thermo is best forever but price is little high,positive,5.0
i got this 999 in big billion days packing was awesomenice fan at this priceim satisfiedthanks flipkart,positive,4.0
awesome sounds quality with powerfull bass a clarity sounds in which mids highs vocals treble bass all were perfect a quality product your will never disappointed and this proudly made in india product,positive,5.0
sound and bass quilty was excellent 1010battery backup 1010light weight,positive,5.0
this is an amazing book the content presentation is so apt for the aspirants preparing for different government examseven the quality of the pages is so good plus the colorful book is so great,positive,5.0
it is good for its priceyet again fast delivery by flipkartvalue for moneycomes with 3 set of changeable and works out greatusing it regularly and seems pretty goodi m very happy,positive,5.0
useful for us and family and childrens also it provides hot moments for us,positive,5.0
good backup but cable not work after 15 days use i use alternate mobile charger,positive,4.0
its a nice purifier water taste is goodit can control tds upto 2000servicing is also good from livepure go for it worth the money,positive,5.0
i am very happy to buy this product i like this product quality,positive,5.0
quality of product is best price range under rs600 its worth,positive,5.0
this product is very amazing sound quality and bass value for money this product is the best for all,positive,5.0
great sounds awesome featuresand truly amazing experiencethanksgoogleyour are smart likeno otheronly request is please get free youtube music free,positive,5.0
very nice to use i loved it less noice n good quality,positive,5.0
i am in love for normal photography and for beginners it is amazing writing this after 20 days of use and sharing few shots from my first dslr,positive,5.0
purchased in december 2021 went off in may 2022 overall a good 5 month product,positive,1.0
its simply a very good n nice product worth of pricego for it,positive,5.0
this is vry gd deal in this price highly recommended for those peoples who want gd quality or budget products lkng gd its build quality is absolutely gd,positive,5.0
best one loud sound good bass overall amazing sound quality fully satisfied great work by mivi,positive,5.0
good product and mixy jar juicer jar are excellent super nice product,positive,5.0
i loved the machine it is budjet friendly and gud for beginnersthis is my first sewing machine very easy to learn i would recommended this,positive,5.0
picture and clarity wise is very good but this mi tv has connectivity issue while using it with wifi connection many times it gets auto disconnected else everything is good,positive,4.0
excellent tv in this price range voot not supported in this tv boot time is fast as compared to android tv,positive,5.0
good product maybe slight heating issues sometimes but great product,positive,5.0
must buyif you are looking a device to improve your wifi range in your house office or somewhere this is thing that you need easy to setup easy to use go for it,positive,4.0
design is good but not worth itcooling is ok ok air distribution is also normalwill recommend to go for some local cooler as they deliver more chilled air than this one and are cheaper also,positive,3.0
its good in all aspects but at first use it gives you the smell like u are in hospital after some days of use its good to have it in your bathroom,positive,3.0
bella vita perfumes with an awesome frangrance longevity budget friendly and impressive packaging,positive,5.0
5 star for this product good size n fine material,positive,5.0
oru small familyanenkil ithoru perfect choice aanu best in marketgood quality super,positive,5.0
amazing product it comes in part and easy to assemble got the delivery 5 days before the scheduled delivery date thank u flipkart for these amazing deal,positive,5.0
good service with timely delivery and packing is also good delivery boy manner is also good,positive,5.0
fantastic qwality this product is wonderful easy and smooth design,positive,5.0
very nice product i am so happy thank you filpkart,positive,5.0
good product in design working capacity good save time not costly,positive,5.0
excellentit is just awesome and my niece loved the colour and bag,positive,5.0
nice protect but it is not worth for rs 999,positive,4.0
excellent shoes for daily use which looks like a sports shoes suites for work and bike rides alsoquality of the lace is not that great but for price tag its a must buy,positive,4.0
nice packaging quick deliveryplates are a bit smaller than expected otherwise quality is good,positive,5.0
its worth product it changed the look of my hall awesome,positive,5.0
its really good product but the paint are removed some places lighting are good,positive,5.0
charger is excellent and size is less and it comes with a cable as well,positive,5.0
it is really amazingeasy to use and excellent in matter of baking or baking the food productsloved it,positive,5.0
its really good stuff at this price overall the things are very good the soldering is not excellent but yet i got all my job done with itquality product from hillgrove,positive,4.0
taste is good and installation person is very nice after installed he is explained elaborately thanks pureit,positive,5.0
hi friends good morning good rimota car good job g,positive,5.0
the clothes are fine i found it very nice fit perfect thanks you flipkart,positive,4.0
pixel 6 pro rapid charging was working fine charging speed was fastreally worth for pixel 6 seriesdont use other non genuine charger,positive,5.0
very good desert air cooler at an affordable pricing only concern is air directions setters are not fix it will go down all the time need to adjust every time,positive,4.0
very good product at unbelievable price thanks to flipkart bbd sale,positive,5.0
usp heat retain in the geyser even after 1012 hrs really a good product from bajaj no issue im using it for month now all good,positive,5.0
best product for a nursing woman for preventing her baby from cough and cold,positive,5.0
good charging speed very suitable for my i phone 11 i think they should some cut in price level,positive,5.0
16 whats zebronics sound bar nice bass sound qualitycharging good,positive,5.0
nest hub is very good product but if nest hub max is available in india then i really like it,positive,5.0
verrrrrrrry goooood skateboardvery longgood for beginners and intermediatesneed to wear protection gearsguards while skatingdelivered in 2 days efficient flipkart service,positive,5.0
very nice beautiful good product very valuable price very good i happy,positive,5.0
good dslr in budget for normal photography not for professional photography,positive,3.0
the installation is free and the service of kent and flipkart is good installation completed one day after the product arrived good product,positive,5.0
i had no issues with the dishwasher it does my job well will surely recommend this compared to other expensive machines in the market,positive,5.0
good productsonce i use it for couple of daysi will update one more time,positive,4.0
it is nice to keep the books in stand on bedroom,positive,5.0
overall good product need to check its stability and power output will again give an review after 3 months,positive,4.0
need more colors so that we can camouflage with the background like white with white balack with black dont want anyone to recognise that its a camera easilygood customer support,positive,4.0
good packing and delivery product is good enough with nice quality of transferring data fast charging port also nice,positive,5.0
good tab just used for 3days only after 6months again shall feedback,positive,4.0
material of body is just ok its not up to the standard but cooling is good and fan speed is also good,positive,3.0
nice design great working and low cost item i advised to all buy and use it total paisa vasul,positive,5.0
smart using good camera not satisfied rear and primary camera otherwise 35rating,positive,5.0
its an old model but works on beast mode industrial level cleaning guaranteed good demo he is capable of doing other fittings too,positive,5.0
did its job veryveryvery gooood like it thank you flipkart,positive,5.0
i was planning to buy a micro usb to type c cable but got good quality 18 w charger truly value for money product,positive,4.0
best quality this product and very very helpful to you flipkart,positive,5.0
worth for money going to be 2 months and using it,positive,5.0
very nice designmust buy purchaseeasy to carry while shiftingperfect fridge for a family of 4,positive,5.0
good product it is having good quality ink as well as better print output,positive,4.0
what to say im totally satisfied with price and performancewas waiting to buy an msino comments,positive,5.0
nice tv money control little bit clearity issue features are fabulous,positive,5.0
go for it good quality no unwanted noise but paint can fade easily but overall nice product,positive,4.0
better than expected good sound quality good bass good battery life best at this price range,positive,5.0
nice and good product medicine box my mom is so happy thanks for flipkart,positive,5.0
product quality is excellent but produces more noise than morphy richards recommended buying it,positive,4.0
i love it this is the best iron buy now and its wire is too long and it heat quickly thank you flipkart,positive,5.0
this was an so best and so fast grind must recommended to buy,positive,5.0
nice laptop value for money and flipkart facilities is best,positive,4.0
i am using realme smart stick from 20days working very good value of money recmond,positive,5.0
budget fan running smoothly get deliver quickly color is good full paisa wasool,positive,5.0
excellent chimney looks goodbetter to install by some local technician he can do in 200 hindware take 600,positive,5.0
the product was wow supam all items are goodiam hpy for the purchasetq so flipkart,positive,4.0
height and width of the table really good i placed 2 display on it its having enough space,positive,5.0
its nice product to me it is vary useful to me,positive,5.0
budget washing machine and its slow noise and performance is very nice and overall quality is very good this is recommended for small family like 34 people,positive,5.0
deliveried on time packageing is very safe and performance of the prodect is according to commitment washing after use little boring,positive,4.0
great charger for infinix s4 device happy to got served again by flipkart,positive,5.0
i am using 1st time but really super kajal original product 145 only twin pack thank u flip,positive,4.0
it is easy to install and really good connectivitymust buy for fast internet usage,positive,5.0
nice product and helps to keep hair healthy and shinymade my very hair texture very smooth,positive,5.0
looks good product very similar to the one shown online my daughter liket it a lot,positive,4.0
awsome quality its really 24 hours hot water pot and delivery in time i am so satisfied and packing quality very good thank you flipcart,positive,5.0
best laptop under 35 thousand great performance fabulous design light weighted easy to carrying brand hp,positive,4.0
got delivered in 2 days love that its perfect for gym,positive,5.0
its really well but the cost for it should be decreased,positive,5.0
nice product in this price range tx flipcart and thompson for this i just loved it,positive,5.0
best base and quality and design and purchase of rate,positive,4.0
so far great great deal for the price the power cable could have been a little longer,positive,5.0
the product is worth buying charging time is awesome must have in this price segment,positive,4.0
very good ifb convection microwaveand im so happy and price is very sutable to me so tnx flipkart,positive,5.0
good quality color soo many activities to do i think it is cheap in price and rich in quality you should buy it,positive,5.0
dear flipkart thanks for ur good services and pey latter systems for me nice product and quality and original product thanks once again nice services in ur side,positive,4.0
good product in this price and quality is also good,positive,4.0
very good productworks in minutei was amazed at first use,positive,5.0
the product is of better quality the price is better than the market thanks to flipkart,positive,4.0
using it is a challenge cant make out if pressing something is increasing volume or going to next track etc,positive,1.0
good keyboard for everythingiam a computer science student who using computer mainly to code and this keyboard hasnt disappointed meyet5 month usage and still going strongcheap rgb keyboard,positive,5.0
good quality as u can have cello brand this is my 1st time to use opelware and i am satisfied with the product but bowls are very small its actually dessert bowl,positive,4.0
use this charger for iphone 11 phone charger 80 in 40 to 45 minutes but phone heats a lot while chargingotherwise great product,positive,5.0
its made up of plastic the ball bearings came out within 2days of use not good even for beginners,positive,1.0
its really amazing sound and bass i love this productvalue of money one of the best soundbarbattery backup is ausome,positive,5.0
very good items depending on money sound and video quality is very goodi am happy thanks flipkart,positive,1.0
product is really very good im so glad now flipkart is like my family member i really love flipkart thank you,positive,5.0
this is not bad same as the pics if you want this product go on,positive,4.0
working fine so far overpriced for this configuration i bought only because of large screen,positive,4.0
to be honest this book is good really too good thanksstudyiq,positive,5.0
amazing sound with amazing basss superb speakeri really recommend this u to buyjust go blindly to buy this,positive,5.0
comes with combo of 300 ml oil so much effective on hair,positive,5.0
very good product worth it extracted juice from carrot awesome but ekartpoorly delivered not by our available time they delivered many times their fixed time,positive,5.0
its give awesome viewdesign is awosomeand it gives nice cooling alsoit is an all in one refrigerator in this pricei buy it by 21120 onlyits simple awosome,positive,4.0
it is best product and also value of money but build quality is so so best we love tata product and founder of tata ratan ji,positive,5.0
i have purchased this product for future purposes if needed i will share my reviews after use it thank you flipkart for this products,positive,5.0
best in budget not expect more than enough this is enough 8 gb ram 512 gb ssd is giving nice performance,positive,4.0
good product but plate size is smaller than normal plate,positive,4.0
if u read analyse and make it part of urself wonders will happen thank u so much mam may the best of the best happen to u,positive,5.0
excellent product with a good working capability really satisfied with this machine,positive,4.0
i am reviewing the product after using 3 days audio and video quality is very good product quality is value for money very decent look i am loving the product and glad to choose it,positive,5.0
really a good one with the best price love the sound qualitythanks to flipkart for fast delivery and installation was done in the given time5 star to boat for build and sound quality,positive,5.0
as on 12th oct 18 received the product it is really nice product good looking in this pricebought in big billion sale good deal 1394,positive,5.0
this perfume smells really very nice with long lasting fragranceit is my current favourite definitely gonna buy buy when i ran out of it,positive,5.0
best option it reduced tds from 750 to 68 of my bore water,positive,5.0
super camera in this range however so upset with flipkart service they dont even provide a bag or a card with this camera,positive,5.0
product is good but when scanning qr code on app saying kit not found,positive,4.0
just now installation done delivery time met on time and installation also done within next day service is good,positive,4.0
too good in this pandemic situation it is too helpful,positive,5.0
it is a very good producti am very happy thanks eureka,positive,5.0
definitely it will not fit wagon r either front or back it will cover one side fully and the other side partially thickness is not that much average product,positive,2.0
nice look with amazing work thnku v gaurd nd flipkart,positive,4.0
worth it package was excellent for this price you wont find any other,positive,5.0
the price of this twin pack made me sceptical of its quality but once it came i simply loved authentic product people,positive,5.0
very helpful product i like everything the best is kneading flour ya but need some practice,positive,5.0
amazing device one of the best speakers and great voice recognition engine,positive,5.0
best bdlc fans and very energy efficientelegant designmade in india by iits so support home grown companyit wont disappoint you for anything,positive,5.0
cheap and best as compared to other products and its very light too,positive,5.0
beautiful thank you flipkart and thank you so much delivery boy,positive,5.0
one of the best tv in best budget prefer non chinese brand and recollected dravid hence thomson tv is best best one superb,positive,5.0
tq flipkart best product and nice colour combination and best quality tq you a lot flipkart nice product percent best product,positive,3.0
iam writing this after using 2days based on price is good 389 rs and tempeture control is so delicate and heat is not more impresive over all good product good to use,positive,4.0
good remote control car in my budget nice product average quality meterial not good,positive,3.0
got installed within two days installation person was polite and professional with proper knowledge of product over all product is good at this price point,positive,5.0
it is a very usefull product i like to play with it it has a nice grip and it bounce so nicely thank you,positive,5.0
best performance of ryzen 5 5600h combined with nvidia 1650 144hz for smoother screenplay,positive,5.0
amazing and all jars are good quality butterfly ian using from 10 years its really trusted and good products n now this butterfly rapid ultimate design n noise also very less,positive,5.0
best in class in looks and performance u cannot expect in this price range,positive,5.0
this is a very good product and i am very happy and its bass sound is very beautiful which you gave us in low price,positive,5.0
nice quality materialssize is enough for doing daily works like studying working on computer etcvalue for moneyrs 3548its fully detachable so make it easy options for shipment,positive,4.0
its good and value for the money i got it for less price,positive,4.0
it is very easy to use and disburse good frequency,positive,5.0
worth every pennyexactly same the product that i wanteveryone should purchase it,positive,5.0
really really sprb same as shown in the picture its nice,positive,5.0
good budget soundbar with clear separation between instruments and vocals premium look easily connect to tv or any other device via bluetooth just go for it,positive,5.0
worthy buy if you looking for a power bank then go for it,positive,5.0
best product with excellent discount in big billion days thanks flipkart,positive,5.0
good product slim body can charge a phone completely 2 times during traveling,positive,4.0
for free dish it is excellentcasting to tv some difficulty,positive,5.0
nice budgeted machine did work what it has been desigened for,positive,5.0
very nice product really luv it me and my son,positive,5.0
awesome sound quality best in class best in price amazing headphones for 1599,positive,5.0
it is a good option for a gift as it was but the prize is a little higher according to the quality purpose,positive,4.0
it was really nice you can go for it worth for,positive,5.0
please check the box first then only pay i am using it with my router ups and it works fabulously,positive,5.0
good product i aways use this for wiping out the kitchen counter top it makes your work easy,positive,4.0
best sewing machine giving review after 17 days of useeasy to handle and very simple to stickingcompany gave me demo under 2 days of deliverythanks singer n flipkart also,positive,5.0
it is good but battery drains very quicklyall over good for everything,positive,4.0
very nice product enjoying it linking with chromecast for tv phillips led smart bulbs as well as music from multiple apps,positive,5.0
theres nothing that can beat this at this price range absolutely amazing,positive,5.0
tooo cute dolls good finishing 100 happy no complains love to buy again,positive,5.0
good tv with awesome features only issue is jeeves installation,positive,5.0
seeds well packed even with a manual for season of sowing overall good now waiting for germination,positive,4.0
good product but its a little bit smaller in size rather than that is good,positive,4.0
superb a very useful easy to operate good in quality thanks flipkart for your fast qualitative service,positive,5.0
this fan is a worth buy i purchased it 3 months ago and it is running well it is sleek and slim and simple looking fan,positive,5.0
forget about all ratings here on flipkart awesome product superb service on time delivery thank you so much flipkart and livepure team,positive,5.0
super quality and good productsi proudly good thank you sapsy,positive,5.0
l love this product very nice thanku so much flipkart,positive,5.0
quality is ok i have received same as shown in the picture,positive,3.0
product is good but demand a delivery boy tips thats why 4 rating,positive,4.0
the size is small but good product at this price,positive,5.0
awesome product cool to play with the nivia football love the product very much keep supporting with new offers,positive,5.0
first of all 5 star for deliveryvalue for money product and delivery was on timepicture quality is awesome same day installation,positive,5.0
look good it took 1 hour to figure out how to fix the boxes once fixed very easy to mount on wall lamination little bit fragile so take care,positive,4.0
i like the product delivered by flipkart mivi fort s16 soundbar i like the sound nd base and the design its light in weight easy to carry anywhere,positive,5.0
ok product got for 220 rupees material is kind of paper cardboard that we usually seen in writting exam pads ok product given 3 star,positive,3.0
very nice perfume all fragrances are too good outing packing is so good and awesome ncy product long time fragrance,positive,5.0
bil quality better and sound quality is very goodlight waight product,positive,5.0
good product and original tooi prefer this product for mainly who are having samsung galaxy f23 5g,positive,5.0
elegant design and easy to operatecons gets heated within 10 mins,positive,4.0
compact and nicesmooth operationeffective cleaning of oily utensils frying pans etc dinner plates need to be thin rimmed and preferred to be 10 11 max dia,positive,5.0
good and classy product value for money stylish and sleek design,positive,5.0
used it to clean my car working good as of now sucking power is good wire is perfectly long in this budget it s a perfect product,positive,5.0
very nice ipad i have ever seen dont thinkjust go for it bgmi and cod and free fire far better gameplay than xaimoumi pad 5,positive,5.0
its also known as good brand and also excellent product of kenti fully satisfied that,positive,5.0
i have curl hairs i loved this oil fragnance is good and lt is non sticky kind of oil,positive,4.0
very sleek and feel premium quality and ofcourse if offer a great copying speed at got at a very reasonable price,positive,5.0
ist impression i just fall in love 2nd sound is too good deep base and clear sound and mice is obediently,positive,5.0
phiips viva juser very nice good quality so i am very happy,positive,5.0
overall product is awesome only wire fold button stuck inside the machine,positive,4.0
superb grinder i purchasedtoo easy to used and i recommend all the viewers to buy this grindervery good quality,positive,5.0
lnalsa pood processor awesomeso nice good products and i am happy thank you flipkart,positive,5.0
same as shown in the picture product also in very good condition love it,positive,5.0
its pipes are so thin that it is very hard to carry 5 kg objects also i have another self of novatic it was so good so dont go for this,positive,1.0
better quality to exploreand if you prefer for study u may choose it as your frst choice,positive,4.0
im using this product for my tv as well as a perfect alternative to my small bluetooth speaker its very handy and the sound quality is much better than other bluetooth small speakers,positive,5.0
simple to use and operate ideal for a family of 4 to hear reheat and cook simple dishes,positive,5.0
megha mam gave me a good diet which fits for me,positive,4.0
excellent purchase in my market there are no any grinder like this from this economical price,positive,5.0
awesome product with best price the performance of refrigerator is good good service by flipkart,positive,5.0
i owned one of the products years back and qualitywise insala products are the best,positive,4.0
its a good product keeps water worm for longer time the size of the flask is perfect,positive,5.0
very good tablet with super fast processor and amazing battery life,positive,5.0
i buy for my better half he likes very much and useful for him,positive,4.0
product is very good features as shown in the description,positive,5.0
product quality is good but size of plates and bowls is very small,positive,4.0
product is good and it charging so fast im satisfied with this product,positive,5.0
it very good books best for children and also for english beginnersall story with two color picturesfully recommendtotal 101 stories divide into 10 part 10 books,positive,5.0
excellent product very usefull clear all doubt must must must buy,positive,5.0
i am happy with this product it is very useful product,positive,5.0
good product its work is awesome it have low power consum,positive,4.0
